Hersteller;Artikelnummer;Gruppierung;Lokalisierung;Seriennummer;Artikelname;Vertriebsbeschreibung;Marketing-Status;Gesamt Seiten;Verkaufspreis excl. Ust;MwSt Satz;Gewicht;Hersteller URL;Link Bilddatei;Kategorie / Produktlinie;Anzahl;
	LG;GBB548NSQFE.ANSQEUR; -  ; -  ;708TRKH1D861; GBB548NSQFE Kühl-/Gefrierkombination ; - Nutzinhalt: 445 Liter - Jahresverbrauch 195 kWh/Jahr A+++ - Funktion: Edelstahl, Kühl-Gefrierkombination - Installation: Freistehend - Breite (Versand): 74.7 cm - Tiefe (Versand): 77.2 cm  - **90 Tage Übernahmegarantie** - **Vorführ / Messe / Demogerät**   ;Reveno; -  ;539,00;19%; 85 ; - ; https://images.cds-limes.com/LG/lg-frigorifero-GBB548NSQFE-medium01[1]-V1.jpg ;/Preislistenproduktlinien/Haushaltsgeräte/Kühlgeräte;1;
	LG;GBB60SAYXE.ASNQEUZ; 13 ; -  ;711WRWKKC417; GBB60SAYXE Refrigerator_Polux A+++ E-Micom_Saffiano  ; - Energieeffizienzklasse A+++ - geschätzter Jahresverbrauch Strom 161 kWh/Jahr - Nutzinhalt Gesamt 343 Liter - Kühlsystem NoFrost  - **Kratzer und Delle an der linken Seite, Delle auf der Gefriertür** - **90 Tage Übernahmegarantie** - **Vorführ / Messe / Demogerät**   ;Reveno; -  ;559,00;19%; 81 ; - ; https://images.cds-limes.com/LG/GBB60SAYXE_350.jpg ;/Preislistenproduktlinien/Haushaltsgeräte/Kühlgeräte;1;
	LG;GBB60SAYXE.ASNQEUZ; -  ; -  ;711WRURKC414; GBB60SAYXE Refrigerator_Polux A+++ E-Micom_Saffiano  ; - Energieeffizienzklasse A+++ - geschätzter Jahresverbrauch Strom 161 kWh/Jahr - Nutzinhalt Gesamt 343 Liter - Kühlsystem NoFrost  - **90 Tage Übernahmegarantie** - **Vorführ / Messe / Demogerät**   ;Reveno; -  ;579,00;19%; 81 ; - ; https://images.cds-limes.com/LG/GBB60SAYXE_350.jpg ;/Preislistenproduktlinien/Haushaltsgeräte/Kühlgeräte;1;
	LG;49WEC-C.AEU; -  ; -  ;606PMVP00111; 49WEC-C Kühl-Gefrierkombination / Transparent Cooler ; - 1,920 x 1,080 (FHD)  - **90 Tage Übernahmegarantie** - **Vorführ / Messe / Demogerät**   ;Reveno; -  ;1.299,00;19%; 162 ; - ; https://images.cds-limes.com/LG/G_L_940x620_01_Cooler_Front_1 (1).jpg ;/Preislistenproduktlinien/Haushaltsgeräte/Kühlgeräte;1;
	LG;49WEC-C.AEU; -  ; -  ;606PMPF00256; 49WEC-C Kühl-Gefrierkombination / Transparent Cooler ; - 1,920 x 1,080 (FHD)  - **90 Tage Übernahmegarantie** - **Vorführ / Messe / Demogerät**   ;Reveno; -  ;1.299,00;19%; 162 ; - ; https://images.cds-limes.com/LG/G_L_940x620_01_Cooler_Front_1 (1).jpg ;/Preislistenproduktlinien/Haushaltsgeräte/Kühlgeräte;1;
	LG;T7WM2MINI.ABWQKDG; 27 ; -  ;709KWZHA9373; T7WM2MINI Mini Waschmaschine  ; -Füllmenge: 1 - 2 kg -Gewicht netto / brutto: 43 kg / 48 kg -Bedienung: LED-Display mit Touchbedienung  - **Tiefe Einkerbung rechts und links des Displays, kleine Macken auf dem Glas, abgeplatzte Farbe** - **Vorführ / Messe / Demogerät**  -**90 Tage Übernahmegarantie**   ;Reveno; -  ;169,00;19%; 45 ; - ; https://images.cds-limes.com/LG/Bild MiniWash.png ;/Preislistenproduktlinien/Haushaltsgeräte/Waschmaschinen;1;
	LG;F14WM7KN1.ABWQWDG; -  ; -  ;712PWNFKZ679; F14WM7KN1 Waschmaschine ; - Inverter DirectDrive™ (kein Keilriemen, super leise, langlebig) - 6 unterschiedliche Trommelbewegungen (besonders schonend) - Tag On NFC Funktion (Download Waschprogramme / Smart Diagnosis™ - Fehlerdiagnose) - Digitales Touchdisplay mit Restanzeige und Startzeitvorwahl - Füllmenge: 1-7KG - - ** Vorführ / Demo / Messegerät ** - ** 90 Tage Übernahmegarantie **   ;Reveno; -  ;269,00;19%; 60 ; - ; https://images.cds-limes.com/LG/F14WM7KN1.ABWQWDG.jpg ;/Preislistenproduktlinien/Haushaltsgeräte/Waschmaschinen;1;
	LG;T7WM2MINI.ABWQKDG; 26 ; -  ;709KWHXA9441; T7WM2MINI Mini Waschmaschine  ; -Füllmenge: 1 - 2 kg -Gewicht netto / brutto: 43 kg / 48 kg -Bedienung: LED-Display mit Touchbedienung  - **Großer Kratzer auf der Oberseite** - **Vorführ / Messe / Demogerät**  -**90 Tage Übernahmegarantie**   ;Reveno; -  ;279,00;19%; 45 ; - ; https://images.cds-limes.com/LG/Bild MiniWash.png ;/Preislistenproduktlinien/Haushaltsgeräte/Waschmaschinen;1;
	LG;T7WM2MINI.ABWQKDG; 28 ; -  ;709KWWZA9409; T7WM2MINI Mini Waschmaschine  ; -Füllmenge: 1 - 2 kg -Gewicht netto / brutto: 43 kg / 48 kg -Bedienung: LED-Display mit Touchbedienung  - **Großer Kratzer neben dem Display, Kratzer auf der Oberseite** - **Vorführ / Messe / Demogerät**  -**90 Tage Übernahmegarantie**   ;Reveno; -  ;279,00;19%; 45 ; - ; https://images.cds-limes.com/LG/Bild MiniWash.png ;/Preislistenproduktlinien/Haushaltsgeräte/Waschmaschinen;1;
	LG;T7WM2MINI.ABWQKDG; 25 ; -  ;705KWLR20088; T7WM2MINI Mini Waschmaschine  ; -Füllmenge: 1 - 2 kg -Gewicht netto / brutto: 43 kg / 48 kg -Bedienung: LED-Display mit Touchbedienung  - **hier sind die nötigen Drückerschalter zur Montage nicht mit im Lieferumfang enthalten** - **90 Tage Übernahmegarantie** - **Vorführ / Messe / Demogerät**    ;Reveno; -  ;289,00;19%; 45 ; - ; https://images.cds-limes.com/LG/Bild MiniWash.png ;/Preislistenproduktlinien/Haushaltsgeräte/Waschmaschinen;1;
	LG;T7WM2MINI.ABWQKDG; 25 ; -  ;705KWMK20067; T7WM2MINI Mini Waschmaschine  ; -Füllmenge: 1 - 2 kg -Gewicht netto / brutto: 43 kg / 48 kg -Bedienung: LED-Display mit Touchbedienung  - **hier sind die nötigen Drückerschalter zur Montage nicht mit im Lieferumfang enthalten** - **90 Tage Übernahmegarantie** - **Vorführ / Messe / Demogerät**    ;Reveno; -  ;289,00;19%; 45 ; - ; https://images.cds-limes.com/LG/Bild MiniWash.png ;/Preislistenproduktlinien/Haushaltsgeräte/Waschmaschinen;1;
	LG;T7WM2MINI.ABWQKDG; -  ; -  ;708KWJU1D508; T7WM2MINI Mini Waschmaschine  ; -Füllmenge: 1 - 2 kg -Gewicht netto / brutto: 43 kg / 48 kg -Bedienung: LED-Display mit Touchbedienung  - **Vorführ / Messe / Demogerät**  -**90 Tage Übernahmegarantie**   ;Reveno; -  ;289,00;19%; 45 ; - ; https://images.cds-limes.com/LG/Bild MiniWash.png ;/Preislistenproduktlinien/Haushaltsgeräte/Waschmaschinen;1;
	LG;T7WM2MINI.ABWQKDG; -  ; -  ;707KWEL52772; T7WM2MINI Mini Waschmaschine  ; -Füllmenge: 1 - 2 kg -Gewicht netto / brutto: 43 kg / 48 kg -Bedienung: LED-Display mit Touchbedienung  - **Vorführ / Messe / Demogerät**  -**90 Tage Übernahmegarantie**   ;Reveno; -  ;289,00;19%; 45 ; - ; https://images.cds-limes.com/LG/Bild MiniWash.png ;/Preislistenproduktlinien/Haushaltsgeräte/Waschmaschinen;1;
	LG;T7WM2MINI.ABWQKDG; -  ; -  ;709KWFNA9459; T7WM2MINI Mini Waschmaschine  ; -Füllmenge: 1 - 2 kg -Gewicht netto / brutto: 43 kg / 48 kg -Bedienung: LED-Display mit Touchbedienung  - **Vorführ / Messe / Demogerät**  -**90 Tage Übernahmegarantie**   ;Reveno; -  ;289,00;19%; 45 ; - ; https://images.cds-limes.com/LG/Bild MiniWash.png ;/Preislistenproduktlinien/Haushaltsgeräte/Waschmaschinen;1;
	LG;T7WM2MINI.ABWQKDG; -  ; -  ;709KWREA9462; T7WM2MINI Mini Waschmaschine  ; -Füllmenge: 1 - 2 kg -Gewicht netto / brutto: 43 kg / 48 kg -Bedienung: LED-Display mit Touchbedienung  - **Vorführ / Messe / Demogerät**  -**90 Tage Übernahmegarantie**   ;Reveno; -  ;289,00;19%; 45 ; - ; https://images.cds-limes.com/LG/Bild MiniWash.png ;/Preislistenproduktlinien/Haushaltsgeräte/Waschmaschinen;1;
	LG;T7WM2MINI.ABWQKDG; -  ; -  ;709KWBYA9461; T7WM2MINI Mini Waschmaschine  ; -Füllmenge: 1 - 2 kg -Gewicht netto / brutto: 43 kg / 48 kg -Bedienung: LED-Display mit Touchbedienung  - **Vorführ / Messe / Demogerät**  -**90 Tage Übernahmegarantie**   ;Reveno; -  ;289,00;19%; 45 ; - ; https://images.cds-limes.com/LG/Bild MiniWash.png ;/Preislistenproduktlinien/Haushaltsgeräte/Waschmaschinen;1;
	LG;T7WM3P5MINI.ABWQKDG; -  ; -  ;710KWZH64909; T7WM3P5MINI Mini Waschmaschine ; -Füllmenge: 1 - 3,5 kg -Energieeffizienzklasse: A++(Spektrum: A+++ bis D) -Bedienung: LED-Display mit Touchbedienung  -**90 Tage Übernahmegarantie** - **Vorführ / Messe / Demogerät**    ;Reveno; -  ;469,00;19%; 45 ; - ; https://images.cds-limes.com/LG/T7WM3P5MINI.jpg ;/Preislistenproduktlinien/Haushaltsgeräte/Waschmaschinen;1;
	LG;GSL461ICEZ.APZQEUR; -  ; -  ;708TRBS11005; GSL461ICEZ Side-by-Side  ; -Nutzinhalt Kühlbereich: 405 l -Nutzinhalt Gefrierbereich: 196 l -Stromverbrauch pro Jahr: 376 kW/h (pro Tag 1,03 kW/h) -Energieeffizienzklasse: A++ (A+++ bis D Skala) -Geräuschpegel: 39 dB -Gefrierleistung in 24h: 12 kg  - Wasserversorgung: interner Wassertank (4L) / kein Festwasseranschluss notwendig - Bedienung: Digitaldisplay mit Temperaturregelung  **90 Tage Übernahmegarantie**   ;Reveno; -  ;699,00;19%; 140 ; - ; https://images.cds-limes.com/LG/GSL461ICEZ.jpg ;/Preislistenproduktlinien/Haushaltsgeräte/Side-by-Side;1;
	LG;GSJ961NSUZ.ANSQEUR; -  ; -  ;711TRMF1H195; GSJ961NSUZ Side by Side ; - Nutzinhalt gesamt: 601 Liter - Nutzinhalt Kühlschrank: 405 Liter - Nutzinhalt Gefrierbereich: 196 Liter - Abmessungen: 912 x 1,790 x 738mm - LED Lampe - ** Vorführ / Demo / Messegerät ** - ** 90 Tage Übernahmegarantie **   ;Reveno; -  ;959,00;19%; 100 ; - ; https://images.cds-limes.com/LG/GSJ961NSUZ.jpg ;/Preislistenproduktlinien/Haushaltsgeräte/Side-by-Side;1;
	LG;F14WM8TN4.AESQWDG; -  ; -  ;803PWFGL9515; F14WM8TN4 Waschmaschine ; -Energieeffizienzklasse: A+++ -geschätzter Jahresverbrauch: 132 kWh/Jahr -Jahresverbrauch Wasser: 10.700 Liter -Energieverbrauch: 0,71 kWh -Füllmenge: 8 kg -Geräuschpegel beim Waschen: 55 dB -Geräuschpegel beim Schleudern: 73 dB   **90 Tage Übernahmegarantie** - **Vorführ / Messe / Demogerät**    ;Reveno; -  ;299,00;19%; 65 ; - ; https://images.cds-limes.com/LG/F14WM8TN4 Waschmaschine.jpg ;/Preislistenproduktlinien/Haushaltsgeräte/Waschtrockner;1;
	LG;VRE610BKC.ABOQLGD; -  ; -  ;704KMSA00590; VRE610BKC Staubsaugerroboter ; - Intelligente Raumerkennung mit Kamera - Robonavi 10.0 Navigationssystem - Anti-Stoßkontrolle durch 3 Ultraschallsensoren 2.0 - 3 Stufen- und Absatzsensoren - Smart Turbo und Turbo Modus - EPA Klasse 11 Filter (Permanent) - ** Vorführ / Demo / Messegerät ** - ** 90 Tage Übernahmegarantie **   ;Reveno; -  ;119,00;19%; 5 ; - ; https://images.cds-limes.com/LG/VRE610BKC.ABOQLGD.jpg ;/Preislistenproduktlinien/Haushaltsgeräte/Staubsauger & Hombots;1;
	LG;VRE610BKC.ABOQLGD; -  ; -  ;704KMAN00576; VRE610BKC Staubsaugerroboter ; - Intelligente Raumerkennung mit Kamera - Robonavi 10.0 Navigationssystem - Anti-Stoßkontrolle durch 3 Ultraschallsensoren 2.0 - 3 Stufen- und Absatzsensoren - Smart Turbo und Turbo Modus - EPA Klasse 11 Filter (Permanent) - ** Vorführ / Demo / Messegerät ** - ** 90 Tage Übernahmegarantie **   ;Reveno; -  ;119,00;19%; 5 ; - ; https://images.cds-limes.com/LG/VRE610BKC.ABOQLGD.jpg ;/Preislistenproduktlinien/Haushaltsgeräte/Staubsauger & Hombots;1;
	LG;VRD830MGPCM.AMGQLGD; -  ; -  ;711KMVP0M047; VRD830MGPCM Hombot Staubsaugerroboter ; - Staubbehälter Volumen 0,6 l - EPA Filter Klasse 11 (Permanent) - Akkuleistung 2.330 mAh - Laufzeit 100 min - Ladezeit: 3 Stunden - Flächenleistung: 150 m² - Befahrbare Teppichhöhe: 15 mm - Geräuschpegel: 60 dB  - **90 Tage Übernahmegarantie** - **Vorführ / Messe / Demogerät**   ;Reveno; -  ;199,00;19%; 3 ; - ; https://images.cds-limes.com/LG/md05769130-350x350.jpg ;/Preislistenproduktlinien/Haushaltsgeräte/Staubsauger & Hombots;1;
	LG;VRD820MRPC.AMRQLGD; -  ; -  ;703KMHW1N553; VRD820MRPC Hombot Staubsauger ; -Produkttyp: Saugroboter -geeignet für: Teppichboden, Tierbesitzer, Hartboden -Saugtechnologie: beutellos  -**90 Tage Übernahmegarantie** - **Vorführ / Messe / Demogerät**     ;Reveno; -  ;269,00;19%; 3 ; - ; https://images.cds-limes.com/LG/VRD820MRPC Hombot Staubsauger.jpg ;/Preislistenproduktlinien/Haushaltsgeräte/Staubsauger & Hombots;1;

